country,id,q1_term_positions,q1_no_term,q1_local_accessibility,q1_micro_accessibility,q1_neighbourhood_accessibility,q1_walking_accessibility,q1_non_motorized_accessibility,q1_active_accessibility,q1_accessibility_by_proximity,q1_proximity_based_accessibility,q1_active_travel_or_human_powered_transportation,q1_pedestrian_accessibility,q1_bicycle_accessibility,q1_short_based_accessibility,q1_urban_accessibility,q1_sustainable_accessibility,q1_other,q2_other_term,q3_term_comment,q4_nearby_distance,q5_jobs,q5_pre_primary_schools,q5_primary_schools,q5_high_schools,q5_higher_education_facilities,q5_hospitals,q5_pharmacies,q5_general_practitioner_medical_doctor,q5_sports_facilities_a_place_to_practice_sports,q5_parks_green_spaces,q5_playground,q5_banks_atm,q5_restaurants_cafes,q5_food_shopping,q5_non_food_shopping,q5_cinema_theater_other_cultural_facilities,q5_post_office_pick_up_points,q5_beauty_salon,q6_jobs2,q6_pre_primary_schools2,q6_primary_schools2,q6_high_schools2,q6_higher_education_facilities2,q6_hospitals2,q6_pharmacies2,q6_general_practitioner_medical_doctor_2,q6_sports_facilities_a_place_to_practice_sports_2,q6_parks_green_spaces2,q6_playground2,q6_banks_atm2,q6_restaurants_cafes2,q6_food_shopping2,q6_non_food_shopping2,q6_cinema_theater_other_cultural_facilities2,q6_post_office_pick_up_points2,q6_beauty_salon2,q7_any_additional_activity,q8_additional_activity,q9_reasonable_time_to_additional_activity,q10_professional_activity_positions,q10_political_responsibilities_politicians_decision_makers,q10_technical_responsibilities_planners,q10_consultant_responsibilities,q10_other_responsibilities,q11_importance_proximity_profession,q12_professional_field_positions,q12_urban_planning_land_use_planning_spatial_planning,q12_transport_planning_traffic_planning_traffic_engineering,q12_any_other_professional_field,q13_other_professional_field,q14_city_size_positions,q14_megacities_above_10_000_000_inhabitants,q14_very_large_cities_between_500_000_and_10_000_000_inhabitants,q14_large_cities_between_250_000_and_500_000_inhabitants,q14_medium_cities_between_100_000_and_250_000_inhabitants,q14_small_cities_100_000_inhabitants,q15_city,age,sex
TURKEY,1069,3;4;5;12;10;,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,,,2,3,5,5,3,2,4,4,4,4,5,5,4,2,4,3,3,3,2,5,2,2,5,6,3,3,3,3,3,2,4,5,3,5,5,4,6,No,,,2;,0,1,0,0,5,1;,1,0,0,,1;,1,0,0,0,0,İstanbul,2,2
TURKEY,1070,3;4;10;11;13;,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,,,3,4,5,5,4,3,4,5,5,4,5,5,3,3,3,3,3,2,1,6,3,3,4,5,3,2,2,3,2,2,2,4,4,4,4,5,6,No,,,2;,0,1,0,0,4,1;,1,0,0,,2;,0,1,0,0,0,İzmir,1,1
TURKEY,1071,4;3;9;10;11;,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,,,3,3,2,2,3,4,2,2,2,3,3,3,2,3,3,4,3,3,4,5,2,2,4,5,2,2,2,5,3,3,3,5,3,5,5,4,5,No,,,2;,0,1,0,0,4,1;2;,1,1,0,,2;,0,1,0,0,0,İZMİR,1,1
TURKEY,1072,4;5;13;12;10;,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,,,2,2,5,5,3,3,4,5,5,5,5,5,5,5,5,5,3,5,3,5,1,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,5,No,,,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,İzmir,2,2
TURKEY,1073,2;12;13;,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,3,3,5,4,3,3,4,5,5,5,5,5,4,4,4,4,3,3,2,4,1,2,3,4,3,2,1,1,1,1,2,2,1,1,3,2,4,No,,,2;3;,0,1,1,0,3,1;,1,0,0,,1;,1,0,0,0,0,istanbul,2,1
TURKEY,1074,14;1;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4,1,5,5,5,1,1,5,5,4,4,5,4,3,5,2,2,2,3,7,1,1,3,7,7,2,2,2,2,2,4,5,3,6,6,6,6,,,,2;,0,1,0,0,4,3;,0,0,1,inşaat mühendisi yönetici,1;,1,0,0,0,0,istanbul,4,1
TURKEY,1075,10;11;13;14;3;4;,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,,Ulaşım Modları Arası Erişilebilirlik,3,5,5,5,4,4,5,4,5,5,5,5,3,3,4,2,4,4,2,4,3,3,4,5,3,4,2,2,2,2,3,4,2,5,5,4,6,No,,,2;,0,1,0,0,4,1;,1,0,0,,1;,1,0,0,0,0,İstanbul,2,2
TURKEY,1076,13;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,3,3,5,5,4,3,5,5,5,3,5,5,4,4,5,4,3,4,2,5,3,3,4,5,3,3,2,4,2,2,3,3,1,4,5,3,7,No,,,2;,0,1,0,0,3,1;,1,0,0,,1;,1,0,0,0,0,İstanbul,1,2
TURKEY,1077,2;4;3;10;,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,,2,5,5,5,3,3,3,4,4,4,5,5,4,3,5,2,3,4,3,6,4,4,5,6,5,2,3,4,3,3,4,4,2,5,5,3,6,No,,,2;,0,1,0,0,5,1;,1,0,0,,1;,1,0,0,0,0,İstanbul,2,2
TURKEY,1078,3;2;10;12;13;14;,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,,,2,5,1,5,5,3,3,3,5,3,5,2,3,3,5,5,4,2,2,3,2,2,3,5,5,3,2,3,3,2,2,6,3,3,4,5,7,No,,,2;3;,0,1,1,0,5,1;,1,0,0,,2;,0,1,0,0,0,izmir,3,2
TURKEY,1079,3;,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,3,4,5,5,3,3,5,5,5,3,5,5,3,3,5,3,3,3,1,5,2,2,4,5,3,3,3,5,3,3,5,4,3,4,5,5,7,No,,,2;,0,1,0,0,3,1;,1,0,0,,2;,0,1,0,0,0,Kahramanmaraş,1,2
TURKEY,1080,10;11;13;12;,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,,3,1,4,4,3,2,5,5,4,2,4,4,5,3,5,3,5,5,1,5,3,3,4,6,1,1,2,4,2,2,1,4,1,3,2,2,7,No,,,2;,0,1,0,0,3,3;,0,0,1,Urban Hazard Mitigation Implementation (eq/landslides),1;,1,0,0,0,0,Istanbul,1,1
TURKEY,1081,3;4;10;15;,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,yürüme mesafesi,,1,5,5,5,4,4,4,4,4,4,5,5,4,3,5,4,3,3,3,5,1,1,2,2,5,3,3,3,1,1,2,3,1,2,3,3,3,No,,,2;,0,1,0,0,5,1;2;3;,1,1,1,kültürel miras koruma,1;,1,0,0,0,0,istanbul,4,1
TURKEY,1082,4;5;7;10;11;12;3;,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,,,1,4,5,4,3,2,3,5,5,3,5,5,5,4,5,3,3,4,3,6,2,3,5,6,4,2,2,4,1,1,1,4,2,4,5,4,4,No,,,2;3;,0,1,1,0,4,1;,1,0,0,,1;,1,0,0,0,0,İstanbul,2,1
TURKEY,1083,14;13;0;6;,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,,2,4,5,5,4,4,4,3,5,4,4,5,3,3,4,4,3,2,2,3,2,2,4,5,4,4,2,2,1,1,3,3,2,2,3,5,4,No,,,2;1;,1,1,0,0,5,3;,0,0,1,İnşaat mühendisi,2;,0,1,0,0,0,İstanbul,3,1
TURKEY,1084,1;10;11;13;15;,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Ebeveyin erişilebilirliği, çocuklar için erişilebilirlik",Çocuk Dostu Şehir,3,4,4,4,4,3,5,4,4,3,4,4,3,3,4,3,3,4,3,7,3,3,5,7,2,4,3,5,5,3,5,6,3,2,6,5,7,Yes,"Toplu ulaşım istasyonları(taksi durağı, dolmuş durağı, metro durağı, v.b.",5min,2;1;3;,1,1,1,0,4,3;,0,0,1,Sosyal Hizmet Planlama,1;,1,0,0,0,0,İstanbul,2,1
TURKEY,1085,1;2;3;4;5;10;11;12;14;,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,,,3,5,5,5,5,5,5,5,3,5,5,5,4,4,5,4,4,3,3,5,3,3,3,5,1,1,3,1,1,1,2,3,1,2,3,4,4,No,,,2;,0,1,0,0,4,3;,0,0,1,ulaşım koordinasyon-kurumsal gelişim,1;,1,0,0,0,0,istanbul,4,1
TURKEY,1086,14;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,3,4,4,3,2,3,4,4,3,3,4,3,3,4,2,2,3,3,4,3,3,3,5,4,3,2,4,3,2,4,4,4,5,5,4,5,No,,,2;,0,1,0,0,5,2;,0,1,0,,1;,1,0,0,0,0,İstanbul,3,1
TURKEY,1087,2;3;6;12;4;5;9;10;11;,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,,"en kısa sürede, ekonomik, güvenli, konforlu erişime olanak sağlayan mesafe.",2,5,5,5,4,3,5,5,5,3,5,5,3,2,5,2,3,4,1,3,1,1,3,4,1,1,1,4,1,1,5,5,2,5,4,4,7,No,,,1;,1,0,0,0,5,1;,1,0,0,,1;,1,0,0,0,0,istanbul,3,2
TURKEY,1088,10;11;2;4;3;,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,,,3,5,4,4,4,4,5,5,3,4,5,3,5,3,5,3,2,3,1,5,5,5,5,5,5,3,2,3,1,3,1,2,1,3,3,3,7,No,,,2;,0,1,0,0,4,1;3;,1,0,1,Yazilim Gelistirme Uzmani,1;,1,0,0,0,0,Istanbul,2,1
URUGUAY,1089,9;10;11;13;14;6;,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,,,3,2,5,5,4,2,2,5,4,4,4,5,4,4,5,3,4,2,3,5,3,3,4,5,3,3,4,3,3,2,3,3,1,3,3,4,4,No,,,2;,0,1,0,0,4,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,3,1
URUGUAY,1090,9;,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,3,5,5,5,5,4,3,5,3,3,4,5,3,2,4,2,2,1,1,3,2,3,3,4,4,4,5,5,3,2,4,5,3,6,5,6,6,No,,,2;,0,1,0,0,5,1;,1,0,0,,4;5;,0,0,0,1,1,Rivera,3,2
URUGUAY,1091,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,4,4,4,4,4,5,3,4,2,3,3,1,2,4,2,3,3,1,4,3,3,3,3,1,3,4,4,4,4,2,4,1,4,4,3,4,,,,2;,0,1,0,0,3,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,2,2
URUGUAY,1092,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,3,5,5,5,5,5,3,4,2,2,3,4,2,3,2,1,3,1,2,1,1,1,1,1,2,2,4,2,1,1,4,2,6,6,2,7,No,,,2;,0,1,0,0,4,3;,0,0,1,"Direccion de obra vial, Arquitecto",5;,0,0,0,0,1,Salto,3,1
URUGUAY,1093,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,5,5,5,5,3,3,3,3,4,3,4,3,2,4,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,3,2,3,3,3,3,No,,,3;2;,0,1,1,0,4,2;,0,1,0,,5;,0,0,0,0,1,maldonado,4,1
URUGUAY,1094,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,5,4,4,4,4,5,1,1,1,1,1,3,1,2,2,1,4,1,3,3,3,3,3,1,7,6,7,7,7,5,5,5,5,7,5,7,No,,,3;,0,0,1,0,4,3;,0,0,1,Recursos hidricos,5;,0,0,0,0,1,Salto,1,1
URUGUAY,1095,2;3;8;9;11;10;,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,,,2,4,5,5,4,3,3,4,3,3,4,5,4,3,5,4,2,2,2,4,2,3,4,5,5,4,4,5,5,2,3,3,2,3,5,6,4,No,,,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,4,1
URUGUAY,1096,2;3;6;,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,2,3,5,5,3,3,1,4,3,3,5,5,4,3,5,2,2,2,2,5,2,2,3,4,4,1,3,4,2,1,1,3,1,4,4,3,7,No,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,3,2
URUGUAY,1097,13;9;8;6;2;,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,,,1,3,5,5,4,3,3,4,4,4,4,5,3,4,5,4,3,4,3,5,1,2,3,5,4,2,3,3,3,1,3,2,1,3,5,4,5,No,,,2;3;,0,1,1,0,4,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,3,2
URUGUAY,1098,13;7;3;,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,2,4,5,5,5,3,3,3,3,3,3,5,3,3,4,2,2,1,1,3,3,3,5,5,3,3,3,3,4,2,3,4,3,5,5,5,5,No,,,1;2;,1,1,0,0,4,1;,1,0,0,,5;5;,0,0,0,0,2,LAVALLEJA,3,2
URUGUAY,1099,13;1;3;,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,"Ciudad de los 15 minutos es un termino que se entiende más en otros contextos, no tan vinculados.",4,2,5,5,4,2,4,5,4,4,5,5,4,2,5,2,2,2,2,5,3,3,5,5,5,3,5,5,3,2,4,6,2,5,5,6,6,No,,,4;2;,0,1,0,1,5,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,2,2
URUGUAY,1100,14;7;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,3,5,5,5,4,4,4,5,5,4,4,5,3,3,4,3,4,4,3,3,1,2,3,5,4,1,3,4,3,1,3,4,1,5,4,2,5,Yes,Redes de cobranza,10 min,2;,0,1,0,0,3,3;,0,0,1,Planificación catastral,2;,0,1,0,0,0,Montevideo,3,2
URUGUAY,1101,7;15;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,caminabilidad,,2,3,5,5,4,3,3,5,4,4,5,5,3,5,5,4,3,2,2,5,1,1,2,3,3,1,3,3,1,1,2,2,1,2,3,4,4,No,,,3;,0,0,1,0,5,1;2;,1,1,0,,3;,0,0,1,0,0,Montevideo,3,2
URUGUAY,1102,7;8;9;13;,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,2,4,5,4,3,2,5,5,4,2,4,5,3,1,4,1,1,2,1,4,2,2,4,5,2,2,2,5,3,1,4,5,2,4,5,3,3,No,,,1;2;,1,1,0,0,5,2;,0,1,0,,5;,0,0,0,0,1,Maldonado,4,1
URUGUAY,1103,7;8;3;,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,,3,2,3,3,3,2,2,3,2,2,2,3,3,2,3,1,1,2,2,3,1,1,1,3,2,1,2,3,2,1,1,2,1,3,3,3,2,No,,,2;,0,1,0,0,3,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,4,2
URUGUAY,1104,7;8;,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,3,5,5,5,4,4,5,5,5,4,4,4,4,3,4,3,3,3,3,2,2,2,3,3,2,2,3,4,3,2,4,4,3,4,4,4,5,No,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Río Negro,2,2
URUGUAY,1105,7;8;,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,4,4,5,5,5,4,5,5,4,4,5,5,3,4,5,3,4,3,3,5,2,3,3,5,3,2,4,3,2,2,4,4,2,5,4,5,5,No,,,3;2;,0,1,1,0,5,1;2;,1,1,0,,5;4;,0,0,0,1,1,Montevideo,2,2
URUGUAY,1106,7;3;15;,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Ciudad de los quince minutos,,3,3,5,5,4,3,3,5,3,5,5,5,4,4,5,3,3,3,2,5,3,3,4,5,4,2,4,3,3,3,2,3,1,3,5,5,3,No,,,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,2,2
URUGUAY,1107,7;6;13;9;,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,,,2,3,5,5,4,3,4,4,4,4,5,5,4,4,4,3,3,3,3,3,2,2,3,4,3,2,3,3,2,1,2,3,2,3,4,2,4,No,,,2;3;,0,1,1,0,4,1;,1,0,0,,2;,0,1,0,0,0,,5,1
URUGUAY,1108,7;6;,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,3,3,4,5,4,3,4,4,5,3,5,5,2,3,5,3,3,2,2,3,1,1,2,4,4,1,1,2,2,2,3,3,1,3,4,4,4,No,,,2;,0,1,0,0,3,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,2,1
URUGUAY,1109,4;5;8;10;,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,,,3,5,4,5,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,No,,,2;,0,1,0,0,3,1;,1,0,0,,4;,0,0,0,1,0,Salto,3,2
URUGUAY,1110,4;3;1;7;,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,7,4,5,5,5,3,5,5,5,5,5,5,4,3,5,4,5,5,3,5,3,3,3,5,3,3,3,5,5,2,5,5,2,5,5,3,3,No,,,2;,0,1,0,0,5,1;,1,0,0,,5;5;,0,0,0,0,2,Canelones,3,2
URUGUAY,1111,4;6;3;,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,2,3,5,5,5,3,3,3,3,5,5,5,5,4,4,3,4,3,5,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,4,4,3,No,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,3,1
URUGUAY,1112,10;14;4;5;13;,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,,,3,5,4,5,5,4,5,4,4,3,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3,2,4,2,2,2,3,2,3,4,4,4,No,,,2;,0,1,0,0,4,1;,1,0,0,,5;,0,0,0,0,1,Tacuarembó,3,2
URUGUAY,1113,10;3;,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,1,3,5,5,3,2,3,5,4,4,5,4,5,3,5,2,3,4,3,3,2,2,3,4,1,1,3,3,4,2,1,3,1,4,4,3,4,No,,,2;,0,1,0,0,4,3;,0,0,1,Diseño de espacios públicos,4;,0,0,0,1,0,Salto,3,2
URUGUAY,1114,5;14;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,4,4,5,5,4,1,3,4,5,3,5,5,4,3,4,1,3,1,3,3,1,2,3,4,4,2,2,3,3,1,2,3,1,3,3,6,3,No,,,2;,0,1,0,0,4,1;,1,0,0,,5;,0,0,0,0,1,Montevideo,5,2
URUGUAY,1115,5;14;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,3,4,5,5,3,3,4,5,4,4,5,5,5,4,5,3,2,2,3,4,1,2,3,5,3,1,4,3,1,1,1,3,1,3,5,5,5,No,,,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,4,2
URUGUAY,1116,1;2;3;5;4;6;10;11;,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,,,2,4,5,5,4,3,3,4,4,3,3,4,4,4,5,3,2,2,2,4,1,2,2,4,4,2,2,4,4,2,3,3,2,4,4,4,4,No,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,4,1
URUGUAY,1117,1;7;,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,3,5,5,4,3,3,3,4,4,4,5,4,2,4,2,2,2,2,5,2,2,4,5,5,3,5,4,3,2,2,5,2,5,5,5,5,No,,,2;,0,1,0,0,3,1;,1,0,0,,5;,0,0,0,0,1,canelones,3,2
URUGUAY,1118,1;3;7;14;,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,3,2,5,5,4,2,3,5,4,5,5,5,4,4,5,3,2,2,2,5,2,3,4,5,4,2,3,3,3,1,2,3,2,4,5,4,4,,,,2;3;,0,1,1,0,4,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,3,2
URUGUAY,1119,1;3;4;6;,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,3,4,4,5,5,5,5,4,5,3,4,4,4,4,5,4,3,3,3,3,3,3,3,3,2,2,2,4,4,4,3,3,2,3,3,4,4,,,,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,3,1
URUGUAY,1120,1;3;10;11;7;,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,,3,5,5,5,3,2,2,4,2,1,4,5,5,3,5,3,2,3,1,4,2,2,4,5,4,3,4,5,2,2,3,3,2,3,5,3,5,Yes,"Podría tenerse en cuenta centros barriales (como los centros comunales zonales de Montevideo), lugares donde se realizan trámites. Considerando que aún no todo es online. También policlínicas o centros de salud (instituciones de salud de menor escala que un hospital). En este caso el tiempo al hospital podría ser mayor, tal vez 30 minutos",15 min,2;3;,0,1,1,0,4,1;,1,0,0,,2;3;,0,1,1,0,0,Montevideo,2,2
URUGUAY,1121,1;3;8;10;13;14;,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,,,3,3,5,5,4,3,4,5,4,3,3,5,4,3,3,3,3,2,2,6,1,1,4,5,2,1,3,3,4,3,2,2,3,2,4,4,3,No,,,2;3;,0,1,1,0,3,1;2;,1,1,0,,4;5;,0,0,0,1,1,CANELONES,3,2
URUGUAY,1122,1;3;6;10;11;,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,,4,4,5,5,5,3,3,5,3,5,4,5,4,4,5,3,3,4,5,5,2,2,3,4,4,2,4,2,2,1,2,2,1,3,5,3,2,Yes,Acceso a nodo de transporte público colectivo.,10 min,2;,0,1,0,0,4,2;1;,1,1,0,,2;,0,1,0,0,0,Montevideo,3,1
URUGUAY,1123,1;3;,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Entiendo la accesibilidad local desde el punto de vista del territorio (variable espacial), no en cuanto a su dimensión temporal; ambas variables se vinculan a través del modo de transporte utilizado. Si considerara la dimensión temporal, aparecería la importancia relativa de cada modo (por ejemplo, en la accesibilidad local aparecería el modo activo como mucho más protagonista, que ese mismo modo activo considerado en accesibilidad a largas distancias).",3,3,5,4,3,3,3,4,4,4,5,5,3,3,5,2,3,3,2,6,2,4,5,6,5,3,3,5,3,2,4,5,3,5,5,4,5,No,,,3;4;,0,0,1,1,3,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,4,1
URUGUAY,1124,1;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,2,2,3,2,2,2,5,2,3,2,5,1,1,3,3,2,5,4,4,5,No,,,1;2;3;,1,1,1,0,3,1;,1,0,0,,5;5;4;,0,0,0,1,2,Canelones,3,2
URUGUAY,1125,8;7;1;,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,3,5,4,4,3,3,4,4,4,4,5,5,4,3,5,3,3,3,3,3,4,4,5,5,5,4,5,4,3,4,4,4,2,6,6,5,5,Yes,Entidad Municipal o Zonal,20 min,2;,0,1,0,0,3,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,2,1
URUGUAY,1126,8;,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1,3,3,3,2,5,4,4,3,4,4,4,3,4,3,2,4,1,4,3,3,4,4,2,3,4,5,2,2,3,5,5,5,4,4,3,No,,,2;1;3;,1,1,1,0,4,3;,0,0,1,Gestion de departamento general de Obras,4;,0,0,0,1,0,salto,3,1
URUGUAY,1127,8;,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"La pregunta 1 entiendo que refiere a la conectividad de cercanía relacionada con la movilidad, aunque conceptualmente la accesibilidad por proximidad podría tener otras interpretaciones ejemplo, proximidad a redes con wifi. En movilidad, la proximidad es relativa al medio de transporte, a la tolerancia de las personas, a si se disponen de alternativas o existe solo una posibilidad de vía a utilizar. Digo esto pensando en la próxima pregunta que responderé asumiendo la escala de peatón, es decir a pie.",2,4,5,5,4,2,3,4,4,3,5,5,3,3,4,3,3,2,2,5,2,2,3,5,4,2,4,4,2,2,2,4,4,4,4,4,4,Yes,"Cuidados familiares, entrenamiento al aire libre, distancia entre varios empleos",15 min,2;3;,0,1,1,0,3,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,4,1
URUGUAY,1128,3;4;5;6;8;9;10;11;14;,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,,,4,5,5,5,4,2,5,2,5,2,3,3,4,2,3,2,2,2,2,2,2,2,3,7,2,4,2,4,4,3,3,5,3,5,4,3,3,No,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Soriano,3,2
URUGUAY,1129,3;4;8;10;11;13;14;,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,,,4,5,5,5,4,4,5,3,3,3,5,4,3,3,5,3,3,2,1,3,3,3,4,4,3,5,5,5,3,3,5,5,3,5,5,6,6,No,,,2;,0,1,0,0,4,3;,0,0,1,"Proyectos, espacios públicos.",4;,0,0,0,1,0,SALTO,2,2
URUGUAY,1130,3;4;6;,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,,2,3,5,5,5,3,3,5,3,4,3,5,4,3,5,3,2,2,3,4,2,2,2,5,4,1,4,4,5,1,2,5,1,5,5,5,3,No,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,3,2
URUGUAY,1131,3;1;6;7;10;11;,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,,,2,3,5,5,5,3,2,5,4,5,5,5,5,5,5,4,4,4,5,3,1,1,2,3,4,2,3,2,2,1,3,3,1,3,3,2,2,No,,,1;2;3;,1,1,1,0,5,1;,1,0,0,,2;5;,0,1,0,0,1,Montevideo,2,2
URUGUAY,1132,3;11;10;14;15;,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,Movilidad Activa,,2,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,3,4,4,3,2,3,2,3,4,4,5,No,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Montevideo,3,2
URUGUAY,1133,6;13;7;15;,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,Ciudad de 15 minutos. Movilidad activa y sostenible,,3,3,5,5,4,3,4,5,4,4,5,5,5,5,5,4,4,4,4,5,3,3,5,5,5,3,4,5,3,2,3,3,2,4,5,5,3,Yes,policlínicas (hospitales de cercanía para atención inmediata y controles de salud y embarazo),20 min,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,Montevideo,3,2
USA,1134,3;4;5;7;8;9;10;11;,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,,,2,4,5,5,4,4,4,5,4,4,5,5,4,4,5,4,4,5,4,3,2,2,3,3,2,2,3,3,2,1,3,3,2,3,3,1,3,Yes,"Senior Centers, Community Centers",10min,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,California,4,1
